i,j,r,A_Z,B
3,21,22.360679775,0.0236847106159,0.00804170822799
3,22,22.2036033112,0.0241432355165,0.00819513930089
3,23,22.0907220344,0.0244704718998,0.0083050922683
3,24,22.0227155455,0.0246612621459,0.00836922199112
3,25,22.0,0.0247111048168,0.00838647931523
3,26,22.0227155455,0.0246194728257,0.00835615271378
3,27,22.0907220344,0.0243867482768,0.00827892300631
3,28,22.2036033112,0.0240172814964,0.00815581111362
3,29,22.360679775,0.0235160924627,0.00798913091126
3,30,22.5610283454,0.022891645098,0.00778136967723
3,31,22.803508502,0.0221524391396,0.00753605162198
3,32,23.0867927612,0.0213095576653,0.00725660939296
3,33,23.4093998214,0.0203733270699,0.00694719207451
3,34,23.769728648,0.0193557192319,0.00661159303839
3,35,24.1660919472,0.0182672447742,0.00625403250618
3,36,24.5967477525,0.0171192577518,0.0058781929842
3,37,25.0599281723,0.0159211925415,0.0054879905578
3,38,25.5538646784,0.0146827642831,0.00508675198749
3,39,26.0768096208,0.0134116008927,0.00467798054403
3,40,26.6270539114,0.0121152897199,0.00426470912977
3,41,27.2029410175,0.0107994168165,0.00385028954968
3,42,27.8028775489,0.00946939200715,0.00343800845259
3,43,28.4253408071,0.00812889095042,0.00303204650745
3,44,29.0688837075,0.00678139328511,0.00263767301515
3,45,29.7321374946,0.00542902148816,0.00226297832332
3,46,30.4138126515,0.00407374044999,0.00192076646877
3,47,31.1126983722,0.00271659150606,0.00163260871653
3,48,31.8276609257,0.00135851861437,0.00143197059285
3,49,32.5576411922,0.0,0.000679259307187
4,0,32.6496554346,0.0,0.000858918515077
4,1,31.8904374382,0.00171783703015,0.00177082588075
4,2,31.1448230048,0.00343606778241,0.00192117999404
4,3,30.4138126515,0.00515506195235,0.00214866762027
4,4,29.6984848098,0.0068746082339,0.00243199229718
4,5,29.0,0.00859441844261,0.00275400526902
4,6,28.319604517,0.0103130426824,0.00310268716064
4,7,27.6586333719,0.012028891596,0.00346955726458
4,8,27.0185121722,0.0137386432719,0.00384879155099
4,9,26.4007575649,0.0154387734261,0.00423576523096
4,10,25.8069758011,0.0171234928733,0.00462692779226
4,11,25.2388589282,0.0187867804501,0.00501880709182
4,12,24.6981780705,0.0204199130549,0.00540835885107
4,13,24.1867732449,0.0220140047193,0.00579212663289
4,14,23.7065391823,0.0235572148334,0.00616684694201
4,15,23.2594066992,0.0250378034373,0.00652864281257
4,16,22.8473193176,0.0264411187628,0.00687380464727
4,17,22.4722050542,0.0277531723033,0.00719798940263
4,18,22.1359436212,0.0289575001682,0.00749714814137
4,19,21.8403296678,0.0300392266887,0.00776673145357
4,20,21.5870331449,0.0309818511909,0.00800274094424
4,21,21.3775583264,0.0317716968817,0.00820093713956
4,22,21.2132034356,0.032394596174,0.00835797462715
4,23,21.0950231097,0.0328405278176,0.00847058722826
4,24,21.0237960416,0.0331000930414,0.00853674117168
4,25,21.0,0.0331690791811,0.00855475308879
4,26,21.0237960416,0.0330445978722,0.0085243853533
4,27,21.0950231097,0.0327293394221,0.00844585924101
4,28,21.2132034356,0.0322273273295,0.00832084049323
4,29,21.3775583264,0.0315477549186,0.00815135047174
4,30,21.5870331449,0.0307004646776,0.00794063969624
4,31,21.8403296678,0.0296994134549,0.00769204939577
4,32,22.1359436212,0.0285581118376,0.00740981147465
4,33,22.4722050542,0.0272928478251,0.0070979368169
4,34,22.8473193176,0.0259183469503,0.0067609874187
4,35,23.2594066992,0.0244508638946,0.00640305804888
4,36,23.7065391823,0.0229042588674,0.00602854834816
4,37,24.1867732449,0.0212929863311,0.00564128084042
4,38,24.6981780705,0.0196286889511,0.00524528267913
4,39,25.2388589282,0.0179230346837,0.0048440705778
4,40,25.8069758011,0.0161848572237,0.00444145661252
4,41,26.4007575649,0.0144227503477,0.00404105160461
4,42,27.0185121722,0.0126427486608,0.00364716346086
4,43,27.6586333719,0.0108505819296,0.00326466114028
4,44,28.319604517,0.00904988312096,0.00290018518747
4,45,29.0,0.0072440213478,0.0025626979413
4,46,29.6984848098,0.00543483054302,0.00226530244262
4,47,30.4138126515,0.00362396344813,0.00202611868377
4,48,31.1448230048,0.00181214243083,0.00186795574658
4,49,31.8904374382,0.0,0.000906071215414
5,0,32.0156211872,0.0,0.00107340331353
5,1,31.2409987036,0.00214680662706,0.00218960251885
5,2,30.4795013083,0.00429448307891,0.00231325946339
5,3,29.7321374946,0.00644353817425,0.00250615591958
5,4,29.0,0.00859441844261,0.00275400526902
5,5,28.2842712475,0.0107464846799,0.00304376926715
5,6,27.5862284483,0.0128989582209,0.0033646769071
5,7,26.9072480941,0.0150492474186,0.00370864612975
5,8,26.2488094968,0.0171945258655,0.00406927245974
5,9,25.6124969497,0.0193294422593,0.00444172961947
5,10,25.0,0.0214483184837,0.00482171863648
5,11,24.4131112315,0.0235423039194,0.0052056805226
5,12,23.8537208838,0.025602191997,0.00558989331235
5,13,23.3238075794,0.0276151127477,0.00597095642442
5,14,22.825424421,0.0295679812017,0.00634495192974
5,15,22.360679775,0.0314438533273,0.00670812263872
5,16,21.9317121995,0.0332260282129,0.00705605643365
5,17,21.5406592285,0.0348942071862,0.0073845240514
5,18,21.1896201004,0.0364292542397,0.00768868367389
5,19,20.8806130178,0.0378092723706,0.00796406309626
5,20,20.6155281281,0.0390149592722,0.00820578958711
5,21,20.3960780544,0.040025629546,0.00840969151896
5,22,20.2237484162,0.0408249788277,0.00857153954004
5,23,20.0997512422,0.0413969501554,0.0086882116542
5,24,20.0249843945,0.0417315829786,0.00875689872864
5,25,20.0,0.0418205209941,0.00877624535353
5,26,20.0249843945,0.0416625714744,0.00874545541907
5,27,20.0997512422,0.0412586842101,0.00866532367756
5,28,20.2237484162,0.0406169623402,0.00853720672323
5,29,20.3960780544,0.0397471352047,0.00836391306248
5,30,20.6155281281,0.0386649982284,0.00814857242018
5,31,20.8806130178,0.0373866381647,0.00789541985934
5,32,21.1896201004,0.0359324734562,0.00760864912441
5,33,21.5406592285,0.0343216054427,0.00729315623554
5,34,21.9317121995,0.0325756636661,0.00695346535611
5,35,22.360679775,0.0307136049866,0.00659448080691
5,36,22.825424421,0.0287554680472,0.00622054326596
5,37,23.3238075794,0.0267178049642,0.00583620819215
5,38,23.8537208838,0.0246173195037,0.00544546182389
5,39,24.4131112315,0.0224669916675,0.00505252979487
5,40,25.0,0.0202794894315,0.00466127926494
5,41,25.6124969497,0.0180639786899,0.0042760792278
5,42,26.2488094968,0.0158291732954,0.00390144547037
5,43,26.9072480941,0.0135808049864,0.00354302320538
5,44,27.5862284483,0.0113241916799,0.00320756683039
5,45,28.2842712475,0.00906235023905,0.00290408349212
5,46,29.0,0.00679799473864,0.00264394028855
5,47,29.7321374946,0.00453228931261,0.00244129662753
5,48,30.4795013083,0.00226622099479,0.00231120494087
5,49,31.2409987036,0.0,0.00113311049739
6,0,31.4006369362,0.0,0.00128753601563
6,1,30.61045573,0.00257507203126,0.00261100774895
6,2,29.8328677804,0.00515151973195,0.00271617470871
6,3,29.0688837075,0.00773068339987,0.00288322076102
6,4,28.319604517,0.0103130426824,0.00310268716064
6,5,27.5862284483,0.0128989582209,0.0033646769071
6,6,26.8700576851,0.0154870581028,0.00366053442827
6,7,26.1725046566,0.0180757356549,0.00398277340034
6,8,25.495097568,0.0206607705123,0.00432548253986
6,9,24.8394846967,0.0232375615634,0.00468349292818
6,10,24.2074368738,0.0257980348826,0.00505261970275
6,11,23.6008474424,0.0283336005305,0.00542875971916
6,12,23.0217288664,0.030831438266,0.005808297195
6,13,22.4722050542,0.0332781868233,0.00618723868536
6,14,21.9544984001,0.0356557438984,0.00656179613093
6,15,21.4709105536,0.0379457207522,0.00692754893979
6,16,21.0237960416,0.0401249335755,0.00728018538276
6,17,20.6155281281,0.0421706660135,0.00761469223205
6,18,20.2484567313,0.0440560372337,0.00792624911856
6,19,19.9248588452,0.0457560754024,0.00820946068631
6,20,19.6468827044,0.0472430839813,0.0084593986905
6,21,19.4164878389,0.0484934035824,0.00867088177776
6,22,19.2353840617,0.0494827394356,0.00883963199903
6,23,19.1049731745,0.050193284253,0.00896156805317
6,24,19.0262975904,0.0506087677234,0.00903399226683
6,25,19.0,0.0507214342207,0.00905481564501
6,26,19.0262975904,0.0505264828213,0.00902365693679
6,27,19.1049731745,0.0500284156774,0.00894091443669
6,28,19.2353840617,0.0492347026163,0.0088086933894
6,29,19.4164878389,0.0481613036959,0.00862971279135
6,30,19.6468827044,0.0468257548664,0.00840807390711
6,31,19.9248588452,0.0452520314786,0.00814808668721
6,32,20.2484567313,0.0434635383799,0.00785496556948
6,33,20.6155281281,0.0414876475608,0.00753369464908
6,34,21.0237960416,0.0393490972846,0.00718973388406
6,35,21.4709105536,0.0370744455529,0.00682800806005
6,36,21.9544984001,0.0346862033705,0.00645366012592
6,37,22.4722050542,0.0322072444772,0.00607119965946
6,38,23.0217288664,0.0296557924321,0.00568530315672
6,39,23.6008474424,0.0270496693087,0.00530013220624
6,40,24.2074368738,0.024402130145,0.00492017436693
6,41,24.8394846967,0.0217257703078,0.00454974395476
6,42,25.495097568,0.0190291608443,0.00419387152923
6,43,26.1725046566,0.016320243197,0.00385800175081
6,44,26.8700576851,0.0136037283732,0.00354891097064
6,45,27.5862284483,0.0108838489489,0.00327448257441
6,46,28.319604517,0.00816250885988,0.00304430980956
6,47,29.0688837075,0.00544130866268,0.00286879744662
6,48,29.8328677804,0.00272045223571,0.00275829513049
6,49,30.61045573,0.0,0.00136022611786
7,0,30.8058436015,0.0,0.00150098088302
7,1,30.0,0.00300196176603,0.00303315990095
7,2,29.206163733,0.00600623411477,0.00312491084491
7,3,28.4253408071,0.00901463301091,0.00327261122227
7,4,27.6586333719,0.012028891596,0.00346955726458
7,5,26.9072480941,0.0150492474186,0.00370864612975
7,6,26.1725046566,0.0180757356549,0.00398277340034
7,7,25.4558441227,0.021105866586,0.00428579830705
7,8,24.7588368063,0.0241367697464,0.00461210216211
7,9,24.0831891576,0.0271619985996,0.00495705306605
7,10,23.4307490277,0.0301745003686,0.00531621704195
7,11,22.803508502,0.033162625054,0.0056857752335
7,12,22.2036033112,0.0361139155291,0.00606166820309
7,13,21.6333076528,0.0390104523812,0.00644011736034
7,14,21.0950231097,0.0418334938644,0.00681677002945
7,15,20.591260282,0.0445583522077,0.00718735227745
7,16,20.1246117975,0.0471599520813,0.0075468347036
7,17,19.6977156036,0.0496074860588,0.00789022822445
7,18,19.3132079158,0.0518709685186,0.00821179726812
7,19,18.973665961,0.0539159080239,0.00850601481828
7,20,18.6815416923,0.0557108491632,0.00876685174619
7,21,18.4390889146,0.0572221613667,0.00898889183564
7,22,18.2482875909,0.0584223303676,0.00916669415308
7,23,18.1107702763,0.0592846796978,0.0092960127101
7,24,18.0277563773,0.0597918466178,0.00937315764287
7,25,18.0,0.0599299653438,0.00939618560281
7,26,18.0277563773,0.0596965744507,0.00936412481443
7,27,18.1107702763,0.059093793062,0.00927798146825
7,28,18.2482875909,0.0581351303312,0.00913973546399
7,29,18.4390889146,0.0568376220961,0.0089531121831
7,30,18.6815416923,0.0552275753973,0.00872240072941
7,31,18.973665961,0.0533321945033,0.00845308550787
7,32,19.3132079158,0.0511847306699,0.00815064257752
7,33,19.6977156036,0.0488163491361,0.00782116714834
7,34,20.1246117975,0.0462611574946,0.00747028265868
7,35,20.591260282,0.0435488765699,0.00710383996451
7,36,21.0950231097,0.0407099345669,0.00672699555704
7,37,21.6333076528,0.0377691771419,0.006344988169
7,38,22.2036033112,0.0347509322019,0.00596238736681
7,39,22.803508502,0.0316737629901,0.00558392276178
7,40,23.4307490277,0.0285552711247,0.0052138885303
7,41,24.0831891576,0.0254078115522,0.00485700057894
7,42,24.7588368063,0.0222427924195,0.0045179388135
7,43,25.4558441227,0.0190672785842,0.00420219466718
7,44,26.1725046566,0.0158875998239,0.00391567439318
7,45,26.9072480941,0.0127068083233,0.00366537618595
7,46,27.6586333719,0.00952747162984,0.00345874299175
7,47,28.4253408071,0.0063499842425,0.00330370144924
7,48,29.206163733,0.00317447654527,0.00320721766356
7,49,30.0,0.0,0.00158723827263
8,0,30.2324329157,0.0,0.00171338449152
8,1,29.4108823397,0.00342676898303,0.00345442768367
8,2,28.6006992922,0.00685682195017,0.00353639089571
8,3,27.8028775489,0.0102934033832,0.00366934141319
8,4,27.0185121722,0.0137386432719,0.00384879155099
8,5,26.2488094968,0.0171945258655,0.00406927245974
8,6,25.495097568,0.0206607705123,0.00432548253986
8,7,24.7588368063,0.0241367697464,0.00461210216211
8,8,24.0416305603,0.0276184432876,0.00492452841244
8,9,23.3452350599,0.0311011046155,0.00525826646713
8,10,22.6715680975,0.0345753429382,0.00560945235097
8,11,22.0227155455,0.0380307912358,0.00597405702606
8,12,21.400934559,0.041451146415,0.00634840159163
8,13,20.8086520467,0.0448188484216,0.00672830514655
8,14,20.2484567313,0.0481094269702,0.0071096747961
8,15,19.7230829233,0.0512971616446,0.00748764865393
8,16,19.2353840617,0.0543490364831,0.00785729602777
8,17,18.7882942281,0.0572315135947,0.00821279535247
8,18,18.3847763109,0.059904442758,0.00854828050953
8,19,18.0277563773,0.0623290796258,0.00885710427385
8,20,17.7200451467,0.0644622432811,0.00913286890986
8,21,17.4642491966,0.0662655327573,0.00936881572616
8,22,17.2626765016,0.0676997409704,0.00955903922203
8,23,17.1172427686,0.0687348007624,0.00969797353227
8,24,17.0293863659,0.0693439737064,0.0097816835585
8,25,17.0,0.0695135639229,0.00980729579866
8,26,17.0293863659,0.0692360565758,0.0097741469288
8,27,17.1172427686,0.0685185658326,0.00968295276393
8,28,17.2626765016,0.0673744035504,0.00953663864453
8,29,17.4642491966,0.0658298915104,0.00933919527031
8,30,17.7200451467,0.0639147301232,0.00909624362191
8,31,18.0277563773,0.0616676954896,0.00881375454499
8,32,18.3847763109,0.0591268406602,0.00849855565156
8,33,18.7882942281,0.0563349048644,0.00815713484547
8,34,19.2353840617,0.0533303069879,0.00779624264773
8,35,19.7230829233,0.0501527517495,0.00742188659338
8,36,20.2484567313,0.0468354811853,0.007040059416
8,37,20.8086520467,0.0434110737454,0.0066559254964
8,38,21.400934559,0.0399049962434,0.00627463595092
8,39,22.0227155455,0.0363413084243,0.0059006687987
8,40,22.6715680975,0.0327373798115,0.00553868046898
8,41,23.3452350599,0.0291091591701,0.00519295838626
8,42,24.0416305603,0.0254669186971,0.00486825935745
8,43,24.7588368063,0.0218198147401,0.00456931437324
8,44,25.495097568,0.0181725840148,0.00430156198397
8,45,26.2488094968,0.0145292158293,0.00407055502811
8,46,27.0185121722,0.0108905850936,0.0038823779619
8,47,27.8028775489,0.00725713533896,0.00374268689838
8,48,28.6006992922,0.00362746970286,0.00365661444197
8,49,29.4108823397,0.0,0.00181373485143
9,0,29.6816441593,0.0,0.00192414610796
9,1,28.8444102037,0.00384829221593,0.00387345520168
9,2,28.0178514522,0.00770139613771,0.00394802211819
9,3,27.2029410175,0.0115635152997,0.00406993519809
9,4,26.4007575649,0.0154387734261,0.00423576523096
9,5,25.6124969497,0.0193294422593,0.00444172961947
9,6,24.8394846967,0.0232375615634,0.00468349292818
9,7,24.0831891576,0.0271619985996,0.00495705306605
9,8,23.3452350599,0.0311011046155,0.00525826646713
9,9,22.627416998,0.0350486336367,0.00558351231752
9,10,21.9317121995,0.0389973834606,0.00592898466881
9,11,21.2602916255,0.042934050536,0.00629125707728
9,12,20.6155281281,0.0468438312192,0.00666645865333
9,13,20.0,0.0507043679201,0.0070508408517
9,14,19.4164878389,0.0544913515271,0.00743990924789
9,15,18.8679622641,0.0581718309176,0.00782904781269
9,16,18.3575597507,0.0617109613385,0.0082126562041
9,17,17.88854382,0.0650650890789,0.00858488037223
9,18,17.4642491966,0.068189890641,0.00893881860867
9,19,17.0880074906,0.0710337244403,0.00926742509066
9,20,16.7630546142,0.0735473711012,0.00956286640151
9,21,16.4924225025,0.075677985411,0.00981766366912
9,22,16.2788205961,0.0773802743203,0.0100242487401
9,23,16.1245154966,0.0786108086749,0.0101763236835
9,24,16.0312195419,0.0793397073932,0.0102685190239
9,25,16.0,0.0795442600653,0.0102977497957
9,26,16.0312195419,0.0792195294408,0.0102626755985
9,27,16.1245154966,0.0783700101423,0.0101647040059
9,28,16.2788205961,0.0770179515435,0.0100069883038
9,29,16.4924225025,0.0751928102718,0.00979496536211
9,30,16.7630546142,0.0729375363346,0.00953500559852
9,31,17.0880074906,0.0702970166718,0.00923475092882
9,32,17.4642491966,0.0673236010392,0.00890176711573
9,33,17.88854382,0.0640661226732,0.00854398278299
9,34,18.3575597507,0.0605757158376,0.00816856509183
9,35,18.8679622641,0.056896342255,0.00778255777517
9,36,19.4164878389,0.053071145026,0.00739200109484
9,37,20.0,0.0491346404112,0.00700272009531
9,38,20.6155281281,0.045119280362,0.00661962230498
9,39,21.2602916255,0.0410490946522,0.00624755397589
9,40,21.9317121995,0.0369459768468,0.00589070510483
9,41,22.627416998,0.0328245266195,0.00555346500633
9,42,23.3452350599,0.0286976552736,0.00523987266243
9,43,24.0831891576,0.0245724776641,0.00495440292832
9,44,24.8394846967,0.0204549742919,0.00470137521767
9,45,25.6124969497,0.0163468858856,0.00448556220752
9,46,26.4007575649,0.0122492871815,0.00431141906874
9,47,27.2029410175,0.00816050231682,0.00418339434245
9,48,28.0178514522,0.00407852487414,0.00410491729081
9,49,28.8444102037,0.0,0.00203926243707
10,0,29.1547594742,0.0,0.00213264524802
10,1,28.3019433962,0.00426529049603,0.00428848927576
10,2,27.4590604355,0.0085369550851,0.00435770580987
10,3,26.6270539114,0.0128213438027,0.00447124476173
10,4,25.8069758011,0.0171234928733,0.00462692779226
10,5,25.0,0.0214483184837,0.00482171863648
10,6,24.2074368738,0.0257980348826,0.00505261970275
10,7,23.4307490277,0.0301745003686,0.00531621704195
10,8,22.6715680975,0.0345753429382,0.00560945235097
10,9,21.9317121995,0.0389973834606,0.00592898466881
10,10,21.2132034356,0.0434315067316,0.00627183491204
10,11,20.5182845287,0.0478670974542,0.00663460483077
10,12,19.8494332413,0.0522857600056,0.00701406206419
10,13,19.2093727123,0.0566667537219,0.00740627725995
10,14,18.6010752377,0.0609797803005,0.00780720602251
10,15,18.0277563773,0.0651915199524,0.00821179304512
10,16,17.4928556845,0.0692578888745,0.00861460066996
10,17,17.0,0.0731319588437,0.00900894128925
10,18,16.5529453572,0.0767563062869,0.00938762768177
10,19,16.1554944214,0.0800727566507,0.00974223552961
10,20,15.8113883008,0.0830155312724,0.0100640920887
10,21,15.5241746963,0.0855231269111,0.0103438002267
10,22,15.2970585408,0.0875325622249,0.0105725685735
10,23,15.1327459504,0.0889929072108,0.0107420401685
10,24,15.0332963784,0.0898597871263,0.0108458676047
10,25,15.0,0.0901087128826,0.0108795768287
10,26,15.0332963784,0.0897277909797,0.0108419205312
10,27,15.1327459504,0.0887284120685,0.0107342246214
10,28,15.2970585408,0.0871345822094,0.0105610411193
10,29,15.5241746963,0.0849901524038,0.0103287970879
10,30,15.8113883008,0.0823455882715,0.0100459290549
10,31,16.1554944214,0.0792633264635,0.0097213146358
10,32,16.5529453572,0.0758044241515,0.00936444193232
10,33,17.0,0.0720340963241,0.00898409093288
10,34,17.4928556845,0.0680100914343,0.00858880730781
10,35,18.0277563773,0.0637892556647,0.00818592954076
10,36,18.6010752377,0.0594181162524,0.00778232363058
10,37,19.2093727123,0.0549401761953,0.00738365174119
10,38,19.8494332413,0.0503883901414,0.00699523557064
10,39,20.5182845287,0.0457924899575,0.00662144734166
10,40,21.2132034356,0.0411729063039,0.00626659684193
10,41,21.9317121995,0.0365475115099,0.00593436237021
10,42,22.6715680975,0.0319266981137,0.00562863085207
10,43,23.4307490277,0.0273191459483,0.0053529032375
10,44,24.2074368738,0.0227279496031,0.00511102139009
10,45,25.0,0.0181552015321,0.0049064718751
10,46,25.8069758011,0.0135991754301,0.00474293054747
10,47,26.6270539114,0.00905763421815,0.00462340982041
10,48,27.4590604355,0.00452612747688,0.00455063422652
10,49,28.3019433962,0.0,0.00226306373844
11,0,28.6530975638,0.0,0.00233795734155
11,1,27.7848879789,0.00467591468311,0.0046978288729
11,2,26.9258240357,0.00936041738998,0.00476303133417
11,3,26.0768096208,0.0140614119526,0.00487062838462
11,4,25.2388589282,0.0187867804501,0.00501880709182
11,5,24.4131112315,0.0235423039194,0.0052056805226
11,6,23.6008474424,0.0283336005305,0.00542875971916
11,7,22.803508502,0.033162625054,0.0056857752335
11,8,22.0227155455,0.0380307912358,0.00597405702606
11,9,21.2602916255,0.042934050536,0.00629125707728
11,10,20.5182845287,0.0478670974542,0.00663460483077
11,11,19.7989898732,0.0528170725436,0.00700154073318
11,12,19.1049731745,0.0577687713166,0.0073888713605
11,13,18.4390889146,0.0626971066613,0.00779334822781
11,14,17.8044938148,0.0675733324255,0.00821075539817
11,15,17.2046505341,0.0723565797169,0.00863646957084
11,16,16.6433169771,0.0770013115315,0.00906452408956
11,17,16.1245154966,0.0814485511343,0.00948821059433
11,18,15.6524758425,0.0856351060243,0.00989920986798
11,19,15.2315462117,0.0894854646032,0.0102883618924
11,20,14.8660687473,0.0929235746071,0.0106450380369
11,21,14.5602197786,0.0958664287361,0.0109582879202
11,22,14.3178210633,0.0982387845653,0.0112166707869
11,23,14.1421356237,0.0999684708172,0.0114099275416
11,24,14.0356688476,0.101002725514,0.0115292476382
11,25,14.0,0.101303013359,0.0115691338458
11,26,14.0356688476,0.100859393879,0.0115274127061
11,27,14.1421356237,0.0996812649425,0.0114063403268
11,28,14.3178210633,0.0978065968281,0.0112114969354
11,29,14.5602197786,0.0952876288624,0.0109517760367
11,30,14.8660687473,0.0921959429913,0.0106375224511
11,31,15.2315462117,0.0886062767592,0.0102802656242
11,32,15.6524758425,0.0846010233703,0.00989105373241
11,33,16.1245154966,0.0802557470374,0.00948062314237
11,34,16.6433169771,0.0756453225473,0.00905826071249
11,35,17.2046505341,0.0708324727172,0.00863243227729
11,36,17.8044938148,0.0658755207198,0.00821002381694
11,37,18.4390889146,0.0608195579762,0.00779721002944
11,38,19.1049731745,0.0557047949575,0.0073988642186
11,39,19.7989898732,0.0505595687326,0.00701949038237
11,40,20.5182845287,0.0454083238865,0.00666267096638
11,41,21.2602916255,0.0402659150025,0.00633196711252
11,42,22.0227155455,0.0351446088284,0.00603033579644
11,43,22.803508502,0.0300494584125,0.00576094548835
11,44,23.6008474424,0.0249840229046,0.00552651587484
11,45,24.4131112315,0.0199467952099,0.00533000976368
11,46,25.2388589282,0.0149355168218,0.00517386183099
11,47,26.0768096208,0.00994473164884,0.00506054050615
11,48,26.9258240357,0.00496866521389,0.00499169309107
11,49,27.7848879789,0.0,0.00248433260694
12,0,28.1780056072,0.0,0.00253914578968
12,1,27.2946881279,0.00507829157935,0.00509916980163
12,2,26.4196896272,0.0101673878391,0.00516174165261
12,3,25.5538646784,0.0152781227719,0.0052651124652
12,4,24.6981780705,0.0204199130549,0.00540835885107
12,5,23.8537208838,0.025602191997,0.00558989331235
12,6,23.0217288664,0.030831438266,0.005808297195
12,7,22.2036033112,0.0361139155291,0.00606166820309
12,8,21.400934559,0.041451146415,0.00634840159163
12,9,20.6155281281,0.0468438312192,0.00666645865333
12,10,19.8494332413,0.0522857600056,0.00701406206419
12,11,19.1049731745,0.0577687713166,0.0073888713605
12,12,18.3847763109,0.0632751460558,0.00778859364866
12,13,17.691806013,0.0687835060863,0.00821007304074
12,14,17.0293863659,0.0742598630232,0.0086498279099
12,15,16.4012194669,0.0796645167591,0.00910307056962
12,16,15.8113883008,0.0849422264004,0.0095641988817
12,17,15.2643375225,0.0900305432159,0.0100257979512
12,18,14.7648230602,0.0948501020726,0.0104791769145
12,19,14.3178210633,0.0993154120661,0.0109135045179
12,20,13.9283882772,0.103326873817,0.0113166227577
12,21,13.6014705087,0.106785413704,0.0116746391821
12,22,13.3416640641,0.109587676483,0.0119734078672
12,23,13.152946438,0.111644759595,0.0121989488359
12,24,13.0384048104,0.112879630753,0.012339757677
12,25,13.0,0.113246536631,0.0123877311086
12,26,13.0384048104,0.112725506233,0.012340270469
12,27,13.152946438,0.111335907037,0.0122000509184
12,28,13.3416640641,0.109122911298,0.0119752532697
12,29,13.6014705087,0.106162921636,0.0116774614937
12,30,13.9283882772,0.102544278072,0.011320739059
12,31,14.3178210633,0.0983696772707,0.0109193212208
12,32,14.7648230602,0.093737645533,0.0104871987151
12,33,15.2643375225,0.0887470937644,0.0100366400298
12,34,15.8113883008,0.0834829790002,0.00957860286758
12,35,16.4012194669,0.0780239499129,0.00912192477161
12,36,17.0293863659,0.0724319359334,0.00867419086784
12,37,17.691806013,0.066761439852,0.00824120142428
12,38,18.3847763109,0.0610516629797,0.00782797143003
12,39,19.1049731745,0.0553358470396,0.0074382412752
12,40,19.8494332413,0.0496349055068,0.00707545338944
12,41,20.6155281281,0.0439658255544,0.00674221091483
12,42,21.400934559,0.0383363637848,0.00644117481906
12,43,22.2036033112,0.0327520517422,0.00617443683285
12,44,23.0217288664,0.0272118883931,0.00594431646693
12,45,23.8537208838,0.0217137885869,0.0057526352591
12,46,24.6981780705,0.0162513649983,0.00560141212179
12,47,25.5538646784,0.0108177904283,0.00549205199653
12,48,26.4196896272,0.00540380172983,0.0054259784133
12,49,27.2946881279,0.0,0.00270190086491
13,0,27.7308492477,0.0,0.0027349318976
13,1,26.83281573,0.0054698637952,0.00549023372051
13,2,25.9422435421,0.0109534494663,0.0055509988888
13,3,25.0599281723,0.0164637782411,0.00565191969391
13,4,24.1867732449,0.0220140047193,0.00579212663289
13,5,23.3238075794,0.0276151127477,0.00597095642442
13,6,22.4722050542,0.0332781868233,0.00618723868536
13,7,21.6333076528,0.0390104523812,0.00644011736034
13,8,20.8086520467,0.0448188484216,0.00672830514655
13,9,20.0,0.0507043679201,0.0070508408517
13,10,19.2093727123,0.0566667537219,0.00740627725995
13,11,18.4390889146,0.0626971066613,0.00779334822781
13,12,17.691806013,0.0687835060863,0.00821007304074
13,13,16.9705627485,0.074901908605,0.00865431738336
13,14,16.2788205961,0.081022559103,0.00912280163272
13,15,15.6204993518,0.0870993978959,0.00961154520941
13,16,15.0,0.093077414806,0.0101147805313
13,17,14.4222051019,0.0988812932563,0.0106253064954
13,18,13.8924439894,0.104424565986,0.0111333821451
13,19,13.416407865,0.109599207772,0.0116271455107
13,20,13.0,0.114288566488,0.0120917692814
13,21,12.6491106407,0.118360675781,0.0125104037799
13,22,12.3693168769,0.121687382419,0.0128642454885
13,23,12.1655250606,0.124143260328,0.0131347778666
13,24,12.0415945788,0.125630205865,0.0133053656096
13,25,12.0,0.126077996179,0.0133647062595
13,26,12.0415945788,0.125465868546,0.013308492575
13,27,12.1655250606,0.123813945676,0.0131410861219
13,28,12.3693168769,0.121191784138,0.0128738469801
13,29,12.6491106407,0.11769686831,0.0125234759945
13,30,13.0,0.113453926754,0.0121085634476
13,31,13.416407865,0.108590508719,0.0116479996787
13,32,13.8924439894,0.103237848052,0.0111587323035
13,33,14.4222051019,0.097512003487,0.0106557033168
13,34,15.0,0.0915202309728,0.0101509034898
13,35,15.6204993518,0.085348412001,0.00965422307926
13,36,16.2788205961,0.0790710584494,0.0091730302397
13,37,16.9705627485,0.0727426025187,0.00871328336301
13,38,17.691806013,0.0664082698943,0.00827917390188
13,39,18.4390889146,0.0600972509395,0.00787421589356
13,40,19.2093727123,0.0538327392424,0.00750079471721
13,41,20.0,0.0476261179234,0.00716115663941
13,42,20.8086520467,0.041485445452,0.00685683449738
13,43,21.6333076528,0.0354104963783,0.0065895325459
13,44,22.4722050542,0.0293994888539,0.0063604377996
13,45,23.3238075794,0.0234451057461,0.0061710137755
13,46,24.1867732449,0.0175394552159,0.00602221872313
13,47,25.0599281723,0.0116712633361,0.00591523582303
13,48,25.9422435421,0.00582911696531,0.00585064020868
