n, F
29377,-37.7627974105
29378,-37.7659212764
29379,-37.7690444012
29380,-37.7721667827
29381,-37.7752884187
29382,-37.7784093069
29383,-37.7815294454
29384,-37.7846488318
29385,-37.787767464
29386,-37.7908853399
29387,-37.7940024573
29388,-37.797118814
29389,-37.8002344078
29390,-37.8033492367
29391,-37.8064632985
29392,-37.809576591
29393,-37.812689112
29394,-37.8158008596
29395,-37.8189118314
29396,-37.8220220254
29397,-37.8251314395
29398,-37.8282400715
29399,-37.8313479193
29400,-37.8344549809
29401,-37.8375612539
29402,-37.8406667365
29403,-37.8437714264
29404,-37.8468753215
29405,-37.8499784198
29406,-37.8530807192
29407,-37.8561822174
29408,-37.8592829126
29409,-37.8623828025
29410,-37.8654818851
29411,-37.8685801582
29412,-37.8716776199
29413,-37.8747742681
29414,-37.8778701006
29415,-37.8809651154
29416,-37.8840593104
29417,-37.8871526836
29418,-37.8902452329
29419,-37.8933369563
29420,-37.8964278516
29421,-37.8995179169
29422,-37.9026071501
29423,-37.9056955492
29424,-37.908783112
29425,-37.9118698366
29426,-37.914955721
29427,-37.9180407631
29428,-37.9211249609
29429,-37.9242083123
29430,-37.9272908153
29431,-37.930372468
29432,-37.9334532683
29433,-37.9365332141
29434,-37.9396123036
29435,-37.9426905346
29436,-37.9457679052
29437,-37.9488444134
29438,-37.9519200571
29439,-37.9549948344
29440,-37.9580687434
29441,-37.9611417819
29442,-37.9642139481
29443,-37.96728524
29444,-37.9703556555
29445,-37.9734251927
29446,-37.9764938496
29447,-37.9795616243
29448,-37.9826285149
29449,-37.9856945192
29450,-37.9887596355
29451,-37.9918238617
29452,-37.9948871958
29453,-37.997949636
29454,-38.0010111803
29455,-38.0040718268
29456,-38.0071315735
29457,-38.0101904184
29458,-38.0132483597
29459,-38.0163053954
29460,-38.0193615237
29461,-38.0224167425
29462,-38.0254710499
29463,-38.0285244441
29464,-38.0315769231
29465,-38.0346284851
29466,-38.0376791281
29467,-38.0407288502
29468,-38.0437776495
29469,-38.0468255241
29470,-38.0498724722
29471,-38.0529184918
29472,-38.055963581
29473,-38.0590077381
29474,-38.062050961
29475,-38.0650932479
29476,-38.068134597
29477,-38.0711750064
29478,-38.0742144741
29479,-38.0772529984
29480,-38.0802905774
29481,-38.0833272092
29482,-38.086362892
29483,-38.0893976239
29484,-38.0924314031
29485,-38.0954642277
29486,-38.0984960959
29487,-38.1015270058
29488,-38.1045569556
29489,-38.1075859435
29490,-38.1106139677
29491,-38.1136410263
29492,-38.1166671175
29493,-38.1196922395
29494,-38.1227163904
29495,-38.1257395685
29496,-38.128761772
29497,-38.1317829989
29498,-38.1348032477
29499,-38.1378225163
29500,-38.1408408031
29501,-38.1438581062
29502,-38.1468744239
29503,-38.1498897543
29504,-38.1529040957
29505,-38.1559174463
29506,-38.1589298044
29507,-38.161941168
29508,-38.1649515356
29509,-38.1679609052
29510,-38.1709692752
29511,-38.1739766437
29512,-38.1769830091
29513,-38.1799883695
29514,-38.1829927232
29515,-38.1859960684
29516,-38.1889984035
29517,-38.1919997266
29518,-38.1950000361
29519,-38.1979993301
29520,-38.200997607
29521,-38.2039948649
29522,-38.2069911023
29523,-38.2099863173
29524,-38.2129805083
29525,-38.2159736735
29526,-38.2189658111
29527,-38.2219569196
29528,-38.2249469971
29529,-38.227936042
29530,-38.2309240526
29531,-38.2339110271
29532,-38.2368969639
29533,-38.2398818613
29534,-38.2428657176
29535,-38.245848531
29536,-38.2488303
29537,-38.2518110227
29538,-38.2547906977
29539,-38.257769323
29540,-38.2607468972
29541,-38.2637234185
29542,-38.2666988853
29543,-38.2696732958
29544,-38.2726466485
29545,-38.2756189417
29546,-38.2785901736
29547,-38.2815603428
29548,-38.2845294474
29549,-38.2874974859
29550,-38.2904644567
29551,-38.293430358
29552,-38.2963951883
29553,-38.2993589459
29554,-38.3023216292
29555,-38.3052832366
29556,-38.3082437664
29557,-38.311203217
29558,-38.3141615868
29559,-38.3171188742
29560,-38.3200750775
29561,-38.3230301952
29562,-38.3259842257
29563,-38.3289371673
29564,-38.3318890184
29565,-38.3348397775
29566,-38.337789443
29567,-38.3407380132
29568,-38.3436854866
29569,-38.3466318616
29570,-38.3495771366
29571,-38.35252131
29572,-38.3554643803
29573,-38.3584063458
29574,-38.3613472051
29575,-38.3642869565
29576,-38.3672255985
29577,-38.3701631295
29578,-38.3730995479
29579,-38.3760348523
29580,-38.378969041
29581,-38.3819021125
29582,-38.3848340653
29583,-38.3877648978
29584,-38.3906946085
29585,-38.3936231957
29586,-38.3965506581
29587,-38.3994769941
29588,-38.4024022021
29589,-38.4053262806
29590,-38.4082492281
29591,-38.4111710431
29592,-38.4140917241
29593,-38.4170112694
29594,-38.4199296778
29595,-38.4228469475
29596,-38.4257630772
29597,-38.4286780653
29598,-38.4315919103
29599,-38.4345046107
29600,-38.4374161651
29601,-38.4403265719
29602,-38.4432358297
29603,-38.4461439369
29604,-38.4490508922
29605,-38.4519566939
29606,-38.4548613407
29607,-38.4577648311
29608,-38.4606671636
29609,-38.4635683367
29610,-38.466468349
29611,-38.469367199
29612,-38.4722648852
29613,-38.4751614063
29614,-38.4780567606
29615,-38.4809509469
29616,-38.4838439637
29617,-38.4867358095
29618,-38.4896264828
29619,-38.4925159823
29620,-38.4954043065
29621,-38.498291454
29622,-38.5011774233
29623,-38.504062213
29624,-38.5069458218
29625,-38.5098282481
29626,-38.5127094906
29627,-38.5155895479
29628,-38.5184684185
29629,-38.521346101
29630,-38.5242225941
29631,-38.5270978963
29632,-38.5299720063
29633,-38.5328449226
29634,-38.5357166438
29635,-38.5385871686
29636,-38.5414564956
29637,-38.5443246234
29638,-38.5471915506
29639,-38.5500572758
29640,-38.5529217977
29641,-38.5557851148
29642,-38.5586472259
29643,-38.5615081296
29644,-38.5643678244
29645,-38.5672263091
29646,-38.5700835822
29647,-38.5729396425
29648,-38.5757944885
29649,-38.578648119
29650,-38.5815005325
29651,-38.5843517278
29652,-38.5872017035
29653,-38.5900504582
29654,-38.5928979907
29655,-38.5957442995
29656,-38.5985893834
29657,-38.6014332411
29658,-38.6042758712
29659,-38.6071172724
29660,-38.6099574434
29661,-38.6127963829
29662,-38.6156340895
29663,-38.618470562
29664,-38.621305799
29665,-38.6241397993
29666,-38.6269725616
29667,-38.6298040845
29668,-38.6326343668
29669,-38.6354634072
29670,-38.6382912043
29671,-38.641117757
29672,-38.6439430639
29673,-38.6467671237
29674,-38.6495899352
29675,-38.6524114972
29676,-38.6552318082
29677,-38.6580508672
29678,-38.6608686727
29679,-38.6636852236
29680,-38.6665005186
29681,-38.6693145564
29682,-38.6721273357
29683,-38.6749388555
29684,-38.6777491143
29685,-38.6805581109
29686,-38.6833658442
29687,-38.6861723128
29688,-38.6889775156
29689,-38.6917814513
29690,-38.6945841186
29691,-38.6973855164
29692,-38.7001856434
29693,-38.7029844984
29694,-38.7057820803
29695,-38.7085783877
29696,-38.7113734194
29697,-38.7141671744
29698,-38.7169596512
29699,-38.7197508489
29700,-38.7225407661
29701,-38.7253294016
29702,-38.7281167543
29703,-38.730902823
29704,-38.7336876065
29705,-38.7364711036
29706,-38.7392533131
29707,-38.7420342338
29708,-38.7448138646
29709,-38.7475922043
29710,-38.7503692517
29711,-38.7531450057
29712,-38.755919465
29713,-38.7586926286
29714,-38.7614644953
29715,-38.7642350639
29716,-38.7670043332
29717,-38.7697723022
29718,-38.7725389696
29719,-38.7753043344
29720,-38.7780683953
29721,-38.7808311513
29722,-38.7835926012
29723,-38.7863527439
29724,-38.7891115782
29725,-38.791869103
29726,-38.7946253172
29727,-38.7973802197
29728,-38.8001338094
29729,-38.8028860851
29730,-38.8056370457
29731,-38.8083866902
29732,-38.8111350174
29733,-38.8138820262
29734,-38.8166277155
29735,-38.8193720842
29736,-38.8221151312
29737,-38.8248568555
29738,-38.8275972559
29739,-38.8303363313
29740,-38.8330740808
29741,-38.8358105031
29742,-38.8385455972
29743,-38.8412793621
29744,-38.8440117966
29745,-38.8467428997
29746,-38.8494726704
29747,-38.8522011075
29748,-38.8549282101
29749,-38.857653977
29750,-38.8603784072
29751,-38.8631014996
29752,-38.8658232532
29753,-38.868543667
29754,-38.8712627399
29755,-38.8739804709
29756,-38.8766968588
29757,-38.8794119028
29758,-38.8821256018
29759,-38.8848379547
29760,-38.8875489605
29761,-38.8902586182
29762,-38.8929669268
29763,-38.8956738852
29764,-38.8983794925
29765,-38.9010837476
29766,-38.9037866495
29767,-38.9064881972
29768,-38.9091883897
29769,-38.9118872261
29770,-38.9145847053
29771,-38.9172808263
29772,-38.9199755881
29773,-38.9226689898
29774,-38.9253610303
29775,-38.9280517087
29776,-38.930741024
29777,-38.9334289752
29778,-38.9361155614
29779,-38.9388007815
29780,-38.9414846347
29781,-38.9441671198
29782,-38.9468482361
29783,-38.9495279825
29784,-38.952206358
29785,-38.9548833618
29786,-38.9575589928
29787,-38.9602332501
29788,-38.9629061328
29789,-38.9655776399
29790,-38.9682477705
29791,-38.9709165237
29792,-38.9735838984
29793,-38.9762498939
29794,-38.9789145091
29795,-38.9815777431
29796,-38.984239595
29797,-38.9869000639
29798,-38.9895591489
29799,-38.9922168491
29800,-38.9948731635
29801,-38.9975280912
29802,-39.0001816313
29803,-39.002833783
29804,-39.0054845453
29805,-39.0081339174
29806,-39.0107818983
29807,-39.0134284871
29808,-39.016073683
29809,-39.018717485
29810,-39.0213598924
29811,-39.0240009042
29812,-39.0266405195
29813,-39.0292787374
29814,-39.0319155572
29815,-39.0345509779
29816,-39.0371849986
29817,-39.0398176185
29818,-39.0424488368
29819,-39.0450786525
29820,-39.0477070648
29821,-39.050334073
29822,-39.052959676
29823,-39.0555838731
29824,-39.0582066635
29825,-39.0608280462
29826,-39.0634480205
29827,-39.0660665855
29828,-39.0686837404
29829,-39.0712994843
29830,-39.0739138165
29831,-39.0765267361
29832,-39.0791382423
29833,-39.0817483343
29834,-39.0843570112
29835,-39.0869642723
29836,-39.0895701166
29837,-39.0921745436
29838,-39.0947775522
29839,-39.0973791418
29840,-39.0999793115
29841,-39.1025780605
29842,-39.105175388
29843,-39.1077712934
29844,-39.1103657756
29845,-39.1129588341
29846,-39.1155504679
29847,-39.1181406764
29848,-39.1207294586
29849,-39.123316814
29850,-39.1259027417
29851,-39.1284872409
29852,-39.1310703108
29853,-39.1336519508
29854,-39.13623216
29855,-39.1388109376
29856,-39.1413882831
29857,-39.1439641955
29858,-39.1465386741
29859,-39.1491117182
29860,-39.1516833271
29861,-39.1542535
29862,-39.1568222361
29863,-39.1593895348
29864,-39.1619553953
29865,-39.1645198169
29866,-39.1670827988
29867,-39.1696443403
29868,-39.1722044408
29869,-39.1747630994
29870,-39.1773203155
29871,-39.1798760884
29872,-39.1824304173
29873,-39.1849833016
29874,-39.1875347405
29875,-39.1900847333
29876,-39.1926332794
29877,-39.195180378
29878,-39.1977260285
29879,-39.2002702302
29880,-39.2028129823
29881,-39.2053542842
29882,-39.2078941352
29883,-39.2104325346
29884,-39.2129694818
29885,-39.2155049761
29886,-39.2180390168
29887,-39.2205716032
29888,-39.2231027346
29889,-39.2256324105
29890,-39.2281606302
29891,-39.2306873929
29892,-39.2332126981
29893,-39.235736545
29894,-39.2382589331
29895,-39.2407798616
29896,-39.24329933
29897,-39.2458173376
29898,-39.2483338838
29899,-39.2508489679
29900,-39.2533625893
29901,-39.2558747473
29902,-39.2583854414
29903,-39.2608946709
29904,-39.2634024351
29905,-39.2659087336
29906,-39.2684135655
29907,-39.2709169304
29908,-39.2734188277
29909,-39.2759192566
29910,-39.2784182167
29911,-39.2809157072
29912,-39.2834117277
29913,-39.2859062774
29914,-39.2883993559
29915,-39.2908909624
29916,-39.2933810965
29917,-39.2958697575
29918,-39.2983569449
29919,-39.300842658
29920,-39.3033268963
29921,-39.3058096593
29922,-39.3082909462
29923,-39.3107707566
29924,-39.3132490899
29925,-39.3157259456
29926,-39.318201323
29927,-39.3206752215
29928,-39.3231476408
29929,-39.3256185801
29930,-39.3280880389
29931,-39.3305560167
29932,-39.333022513
29933,-39.3354875271
29934,-39.3379510586
29935,-39.3404131068
29936,-39.3428736714
29937,-39.3453327516
29938,-39.3477903471
29939,-39.3502464572
29940,-39.3527010814
29941,-39.3551542193
29942,-39.3576058702
29943,-39.3600560337
29944,-39.3625047093
29945,-39.3649518964
29946,-39.3673975945
29947,-39.3698418031
29948,-39.3722845218
29949,-39.3747257499
29950,-39.377165487
29951,-39.3796037327
29952,-39.3820404863
29953,-39.3844757475
29954,-39.3869095157
29955,-39.3893417904
29956,-39.3917725712
29957,-39.3942018575
29958,-39.3966296489
29959,-39.3990559449
29960,-39.401480745
29961,-39.4039040488
29962,-39.4063258557
29963,-39.4087461654
29964,-39.4111649773
29965,-39.413582291
29966,-39.415998106
29967,-39.4184124218
29968,-39.4208252381
29969,-39.4232365543
29970,-39.4256463701
29971,-39.4280546849
29972,-39.4304614983
29973,-39.4328668098
29974,-39.4352706191
29975,-39.4376729257
29976,-39.4400737291
29977,-39.4424730289
29978,-39.4448708248
29979,-39.4472671161
29980,-39.4496619027
29981,-39.4520551839
29982,-39.4544469594
29983,-39.4568372288
29984,-39.4592259916
29985,-39.4616132475
29986,-39.463998996
29987,-39.4663832367
29988,-39.4687659693
29989,-39.4711471933
29990,-39.4735269082
29991,-39.4759051138
29992,-39.4782818096
29993,-39.4806569953
29994,-39.4830306703
29995,-39.4854028344
29996,-39.4877734872
29997,-39.4901426282
29998,-39.4925102572
29999,-39.4948763736
30000,-39.4972409772
30001,-39.4996040676
30002,-39.5019656443
30003,-39.5043257071
30004,-39.5066842556
30005,-39.5090412893
30006,-39.5113968079
30007,-39.5137508112
30008,-39.5161032986
30009,-39.51845427
30010,-39.5208037248
30011,-39.5231516628
30012,-39.5254980836
30013,-39.5278429868
30014,-39.5301863722
30015,-39.5325282394
30016,-39.534868588
30017,-39.5372074178
30018,-39.5395447283
30019,-39.5418805193
30020,-39.5442147904
30021,-39.5465475413
30022,-39.5488787716
30023,-39.5512084812
30024,-39.5535366695
30025,-39.5558633364
30026,-39.5581884815
30027,-39.5605121045
30028,-39.562834205
30029,-39.5651547829
30030,-39.5674738377
30031,-39.5697913692
30032,-39.5721073771
30033,-39.574421861
30034,-39.5767348207
30035,-39.5790462559
30036,-39.5813561663
30037,-39.5836645517
30038,-39.5859714116
30039,-39.5882767459
30040,-39.5905805543
30041,-39.5928828364
30042,-39.595183592
30043,-39.5974828209
30044,-39.5997805228
30045,-39.6020766973
30046,-39.6043713443
30047,-39.6066644634
30048,-39.6089560544
30049,-39.6112461171
30050,-39.6135346512
30051,-39.6158216564
30052,-39.6181071324
30053,-39.6203910791
30054,-39.6226734962
30055,-39.6249543834
30056,-39.6272337405
30057,-39.6295115672
30058,-39.6317878634
30059,-39.6340626287
30060,-39.6363358629
30061,-39.6386075659
30062,-39.6408777373
30063,-39.643146377
30064,-39.6454134847
30065,-39.6476790602
30066,-39.6499431033
30067,-39.6522056137
30068,-39.6544665913
30069,-39.6567260358
30070,-39.6589839471
30071,-39.6612403248
30072,-39.6634951688
30073,-39.665748479
30074,-39.668000255
30075,-39.6702504967
30076,-39.672499204
30077,-39.6747463765
30078,-39.6769920141
30079,-39.6792361166
30080,-39.6814786839
30081,-39.6837197157
30082,-39.6859592119
30083,-39.6881971722
30084,-39.6904335965
30085,-39.6926684846
30086,-39.6949018364
30087,-39.6971336516
30088,-39.6993639301
30089,-39.7015926718
30090,-39.7038198764
30091,-39.7060455438
30092,-39.7082696738
30093,-39.7104922662
30094,-39.712713321
30095,-39.714932838
30096,-39.7171508169
30097,-39.7193672577
30098,-39.7215821602
30099,-39.7237955242
30100,-39.7260073497
30101,-39.7282176364
30102,-39.7304263842
30103,-39.732633593
30104,-39.7348392627
30105,-39.7370433931
30106,-39.739245984
30107,-39.7414470354
30108,-39.7436465472
30109,-39.7458445191
30110,-39.7480409511
30111,-39.750235843
30112,-39.7524291948
30113,-39.7546210064
30114,-39.7568112775
30115,-39.7590000081
30116,-39.7611871981
30117,-39.7633728473
30118,-39.7655569558
30119,-39.7677395232
30120,-39.7699205497
30121,-39.772100035
30122,-39.7742779791
30123,-39.7764543818
30124,-39.7786292431
30125,-39.7808025629
30126,-39.7829743411
30127,-39.7851445776
30128,-39.7873132723
30129,-39.7894804252
30130,-39.7916460361
30131,-39.793810105
30132,-39.7959726318
30133,-39.7981336165
30134,-39.8002930589
30135,-39.802450959
30136,-39.8046073167
30137,-39.8067621319
30138,-39.8089154047
30139,-39.8110671349
30140,-39.8132173224
30141,-39.8153659673
30142,-39.8175130694
30143,-39.8196586287
30144,-39.8218026452
30145,-39.8239451188
30146,-39.8260860494
30147,-39.8282254371
30148,-39.8303632817
30149,-39.8324995832
30150,-39.8346343417
30151,-39.836767557
30152,-39.8388992291
30153,-39.841029358
30154,-39.8431579436
30155,-39.845284986
30156,-39.8474104851
30157,-39.8495344408
30158,-39.8516568532
30159,-39.8537777223
30160,-39.8558970479
30161,-39.8580148302
30162,-39.8601310691
30163,-39.8622457645
30164,-39.8643589165
30165,-39.866470525
30166,-39.8685805901
30167,-39.8706891118
30168,-39.87279609
30169,-39.8749015247
30170,-39.877005416
30171,-39.8791077638
30172,-39.8812085682
30173,-39.8833078292
30174,-39.8854055467
30175,-39.8875017209
30176,-39.8895963516
30177,-39.891689439
30178,-39.893780983
30179,-39.8958709836
30180,-39.897959441
30181,-39.9000463551
30182,-39.9021317259
30183,-39.9042155534
30184,-39.9062978378
30185,-39.908378579
30186,-39.910457777
30187,-39.9125354319
30188,-39.9146115438
30189,-39.9166861127
30190,-39.9187591386
30191,-39.9208306215
30192,-39.9229005616
30193,-39.9249689588
30194,-39.9270358132
30195,-39.9291011249
30196,-39.9311648939
30197,-39.9332271203
30198,-39.9352878041
30199,-39.9373469454
30200,-39.9394045443
30201,-39.9414606008
30202,-39.943515115
30203,-39.9455680869
30204,-39.9476195167
30205,-39.9496694044
30206,-39.95171775
30207,-39.9537645537
30208,-39.9558098155
30209,-39.9578535355
30210,-39.9598957139
30211,-39.9619363506
30212,-39.9639754457
30213,-39.9660129994
30214,-39.9680490118
30215,-39.9700834829
30216,-39.9721164128
30217,-39.9741478016
30218,-39.9761776494
30219,-39.9782059564
30220,-39.9802327226
30221,-39.9822579481
30222,-39.9842816331
30223,-39.9863037775
30224,-39.9883243817
30225,-39.9903434456
30226,-39.9923609693
30227,-39.9943769531
30228,-39.996391397
30229,-39.998404301
30230,-40.0004156655
30231,-40.0024254904
30232,-40.0044337759
30233,-40.0064405221
30234,-40.0084457292
30235,-40.0104493972
30236,-40.0124515264
30237,-40.0144521168
30238,-40.0164511686
30239,-40.0184486819
30240,-40.0204446569
30241,-40.0224390937
30242,-40.0244319925
30243,-40.0264233533
30244,-40.0284131764
30245,-40.0304014619
30246,-40.0323882099
30247,-40.0343734206
30248,-40.0363570942
30249,-40.0383392308
30250,-40.0403198306
30251,-40.0422988937
30252,-40.0442764204
30253,-40.0462524106
30254,-40.0482268648
30255,-40.0501997829
30256,-40.0521711652
30257,-40.0541410118
30258,-40.0561093229
30259,-40.0580760988
30260,-40.0600413395
30261,-40.0620050453
30262,-40.0639672163
30263,-40.0659278527
30264,-40.0678869547
30265,-40.0698445226
30266,-40.0718005564
30267,-40.0737550564
30268,-40.0757080227
30269,-40.0776594557
30270,-40.0796093554
30271,-40.081557722
30272,-40.0835045558
30273,-40.085449857
30274,-40.0873936258
30275,-40.0893358623
30276,-40.0912765668
30277,-40.0932157395
30278,-40.0951533806
30279,-40.0970894904
30280,-40.099024069
30281,-40.1009571166
30282,-40.1028886335
30283,-40.10481862
30284,-40.1067470761
30285,-40.1086740022
30286,-40.1105993984
30287,-40.1125232651
30288,-40.1144456024
30289,-40.1163664106
30290,-40.1182856898
30291,-40.1202034404
30292,-40.1221196626
30293,-40.1240343566
30294,-40.1259475227
30295,-40.127859161
30296,-40.1297692719
30297,-40.1316778556
30298,-40.1335849124
30299,-40.1354904424
30300,-40.137394446
30301,-40.1392969234
30302,-40.1411978748
30303,-40.1430973006
30304,-40.144995201
30305,-40.1468915762
30306,-40.1487864265
30307,-40.1506797521
30308,-40.1525715534
30309,-40.1544618307
30310,-40.1563505841
30311,-40.1582378139
30312,-40.1601235205
30313,-40.1620077041
30314,-40.163890365
30315,-40.1657715034
30316,-40.1676511197
30317,-40.1695292141
30318,-40.1714057869
30319,-40.1732808385
30320,-40.175154369
30321,-40.1770263788
30322,-40.1788968682
30323,-40.1807658375
30324,-40.1826332869
30325,-40.1844992168
30326,-40.1863636275
30327,-40.1882265192
30328,-40.1900878924
30329,-40.1919477472
30330,-40.193806084
30331,-40.195662903
30332,-40.1975182048
30333,-40.1993719894
30334,-40.2012242572
30335,-40.2030750087
30336,-40.204924244
30337,-40.2067719634
30338,-40.2086181674
30339,-40.2104628563
30340,-40.2123060303
30341,-40.2141476898
30342,-40.2159878351
30343,-40.2178264666
30344,-40.2196635845
30345,-40.2214991893
30346,-40.2233332812
30347,-40.2251658607
30348,-40.2269969279
30349,-40.2288264834
30350,-40.2306545273
30351,-40.2324810601
30352,-40.2343060822
30353,-40.2361295937
30354,-40.2379515953
30355,-40.239772087
30356,-40.2415910694
30357,-40.2434085428
30358,-40.2452245074
30359,-40.2470389638
30360,-40.2488519122
30361,-40.2506633531
30362,-40.2524732867
30363,-40.2542817135
30364,-40.2560886338
30365,-40.2578940479
30366,-40.2596979564
30367,-40.2615003594
30368,-40.2633012575
30369,-40.2651006509
30370,-40.2668985401
30371,-40.2686949254
30372,-40.2704898073
30373,-40.2722831861
30374,-40.2740750621
30375,-40.2758654359
30376,-40.2776543077
30377,-40.279441678
30378,-40.2812275471
30379,-40.2830119155
30380,-40.2847947835
30381,-40.2865761516
30382,-40.2883560201
30383,-40.2901343894
30384,-40.29191126
30385,-40.2936866323
30386,-40.2954605066
30387,-40.2972328834
30388,-40.299003763
30389,-40.300773146
30390,-40.3025410326
30391,-40.3043074234
30392,-40.3060723187
30393,-40.3078357189
30394,-40.3095976246
30395,-40.311358036
30396,-40.3131169537
30397,-40.3148743779
30398,-40.3166303093
30399,-40.3183847482
30400,-40.320137695
30401,-40.3218891502
30402,-40.3236391142
30403,-40.3253875874
30404,-40.3271345703
30405,-40.3288800633
30406,-40.3306240669
30407,-40.3323665814
30408,-40.3341076074
30409,-40.3358471453
30410,-40.3375851955
30411,-40.3393217586
30412,-40.3410568348
30413,-40.3427904248
30414,-40.3445225289
30415,-40.3462531476
30416,-40.3479822813
30417,-40.3497099306
30418,-40.3514360959
30419,-40.3531607776
30420,-40.3548839762
30421,-40.3566056922
30422,-40.358325926
30423,-40.3600446782
30424,-40.3617619491
30425,-40.3634777393
30426,-40.3651920493
30427,-40.3669048794
30428,-40.3686162303
30429,-40.3703261023
30430,-40.3720344959
30431,-40.3737414117
30432,-40.3754468502
30433,-40.3771508117
30434,-40.3788532968
30435,-40.380554306
30436,-40.3822538398
30437,-40.3839518987
30438,-40.3856484831
30439,-40.3873435936
30440,-40.3890372306
30441,-40.3907293947
30442,-40.3924200864
30443,-40.3941093061
30444,-40.3957970544
30445,-40.3974833318
30446,-40.3991681388
30447,-40.4008514758
30448,-40.4025333435
30449,-40.4042137423
30450,-40.4058926728
30451,-40.4075701353
30452,-40.4092461306
30453,-40.410920659
30454,-40.4125937212
30455,-40.4142653176
30456,-40.4159354487
30457,-40.4176041152
30458,-40.4192713174
30459,-40.420937056
30460,-40.4226013315
30461,-40.4242641443
30462,-40.4259254952
30463,-40.4275853845
30464,-40.4292438128
30465,-40.4309007806
30466,-40.4325562886
30467,-40.4342103372
30468,-40.435862927
30469,-40.4375140585
30470,-40.4391637323
30471,-40.4408119489
30472,-40.4424587089
30473,-40.4441040128
30474,-40.4457478612
30475,-40.4473902546
30476,-40.4490311936
30477,-40.4506706788
30478,-40.4523087107
30479,-40.4539452899
30480,-40.4555804169
30481,-40.4572140923
30482,-40.4588463166
30483,-40.4604770905
30484,-40.4621064146
30485,-40.4637342892
30486,-40.4653607152
30487,-40.466985693
30488,-40.4686092231
30489,-40.4702313063
30490,-40.471851943
30491,-40.4734711339
30492,-40.4750888794
30493,-40.4767051803
30494,-40.4783200371
30495,-40.4799334503
30496,-40.4815454206
30497,-40.4831559486
30498,-40.4847650348
30499,-40.4863726799
30500,-40.4879788844
30501,-40.4895836489
30502,-40.491186974
30503,-40.4927888604
30504,-40.4943893086
30505,-40.4959883193
30506,-40.497585893
30507,-40.4991820303
30508,-40.5007767319
30509,-40.5023699983
30510,-40.5039618302
30511,-40.5055522282
30512,-40.5071411929
30513,-40.5087287249
30514,-40.5103148248
30515,-40.5118994933
30516,-40.5134827309
30517,-40.5150645383
30518,-40.5166449161
30519,-40.5182238649
30520,-40.5198013854
30521,-40.5213774782
30522,-40.5229521439
30523,-40.5245253831
30524,-40.5260971965
30525,-40.5276675847
30526,-40.5292365484
30527,-40.5308040881
30528,-40.5323702045
30529,-40.5339348983
30530,-40.5354981701
30531,-40.5370600205
30532,-40.5386204501
30533,-40.5401794597
30534,-40.5417370499
30535,-40.5432932213
30536,-40.5448479745
30537,-40.5464013103
30538,-40.5479532292
30539,-40.549503732
30540,-40.5510528192
30541,-40.5526004916
30542,-40.5541467498
30543,-40.5556915944
30544,-40.5572350261
30545,-40.5587770456
30546,-40.5603176535
30547,-40.5618568506
30548,-40.5633946374
30549,-40.5649310146
30550,-40.566465983
30551,-40.5679995431
30552,-40.5695316957
30553,-40.5710624414
30554,-40.5725917809
30555,-40.5741197149
30556,-40.5756462441
30557,-40.5771713691
30558,-40.5786950906
30559,-40.5802174093
30560,-40.5817383259
30561,-40.5832578411
30562,-40.5847759555
30563,-40.5862926699
30564,-40.5878079849
30565,-40.5893219012
30566,-40.5908344195
30567,-40.5923455406
30568,-40.5938552651
30569,-40.5953635936
30570,-40.596870527
30571,-40.5983760659
30572,-40.599880211
30573,-40.601382963
30574,-40.6028843225
30575,-40.6043842905
30576,-40.6058828674
30577,-40.607380054
30578,-40.6088758511
30579,-40.6103702594
30580,-40.6118632794
30581,-40.6133549121
30582,-40.6148451581
30583,-40.616334018
30584,-40.6178214927
30585,-40.6193075828
30586,-40.6207922891
30587,-40.6222756123
30588,-40.623757553
30589,-40.6252381121
30590,-40.6267172902
30591,-40.6281950882
30592,-40.6296715066
30593,-40.6311465462
30594,-40.6326202079
30595,-40.6340924922
30596,-40.6355634
30597,-40.6370329319
30598,-40.6385010887
30599,-40.6399678712
30600,-40.6414332801
30601,-40.642897316
30602,-40.6443599799
30603,-40.6458212723
30604,-40.6472811941
30605,-40.648739746
30606,-40.6501969287
30607,-40.651652743
30608,-40.6531071896
30609,-40.6545602694
30610,-40.6560119829
30611,-40.6574623311
30612,-40.6589113146
30613,-40.6603589342
30614,-40.6618051907
30615,-40.6632500847
30616,-40.6646936172
30617,-40.6661357888
30618,-40.6675766003
30619,-40.6690160524
30620,-40.670454146
30621,-40.6718908818
30622,-40.6733262605
30623,-40.6747602829
30624,-40.6761929499
30625,-40.6776242621
30626,-40.6790542204
30627,-40.6804828254
30628,-40.6819100781
30629,-40.6833359791
30630,-40.6847605292
30631,-40.6861837293
30632,-40.6876055801
30633,-40.6890260823
30634,-40.6904452368
30635,-40.6918630443
30636,-40.6932795057
30637,-40.6946946217
30638,-40.696108393
30639,-40.6975208206
30640,-40.6989319051
30641,-40.7003416474
30642,-40.7017500482
30643,-40.7031571084
30644,-40.7045628288
30645,-40.70596721
30646,-40.707370253
30647,-40.7087719586
30648,-40.7101723274
30649,-40.7115713604
30650,-40.7129690583
30651,-40.714365422
30652,-40.7157604522
30653,-40.7171541497
30654,-40.7185465154
30655,-40.71993755
30656,-40.7213272544
30657,-40.7227156293
30658,-40.7241026756
30659,-40.7254883942
30660,-40.7268727857
30661,-40.728255851
